Bio,Label,Year,Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Modar is a tech entrepreneur and expert in Artificially Intelligent vision technologies, Deep Learning and Ambient Intelligence. He is currently founder and CEO at Eyeris, the worldwide leading Deep Learning-based emotion recognition software. The company’s flagship product EmoVu reads facial micro-expressions in real-time and uses Convolutional Neural Networks (CNN's) as a Deep Learning architecture to train and deploy its algorithm into a myriad of today’s commercial applications. Modar combines a decade of experience between Human Machine Interaction (HMI) and Audience Behavior Measurement. He is a frequent speaker and keynoter on “Ambient Intelligence” as the next frontier in AI, a winner of several technology and innovation awards and has been featured in the Wall Street Journal, the Huffington Post, Bloomberg and many other major publications for his work.",M,2018,Modar Alaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gil serves as the head of Lyft's Machine Learning Platform. Previously he was co-founder of Octarine, a security startup, and VP Product of Reflektion, an e-commerce personalization company, and AppDirect, the largest B2B app marketplace. Gil also spent a few years in product positions at Google in the Ads group, where he helped integrate YouTube and DoubleClick after their acquisition.",M,2018,Gil Arditi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Economics comedian, author, and carbon tax activist. My primary business is performing economics comedy at colleges and corporate events around the country and around the world. I am also the co-author (with the illustrator Grady Klein) of cartoon books about economics, calculus, and climate change. I was the founder and co-chair of the first-ever carbon tax ballot measure in the USA, the revenue-neutral Initiative 732 campaign in Washington State in 2016. (Unfortunately it didn't pass, but hope springs eternal!)",M,2018,Yoram Bauman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Melanie Beck is a senior data scientist at Seagate Technology in Bloomington, MN. After earning her Ph.D. in astrophysics from the University of Minnesota, Melanie leveraged her research skills in deep learning to solve image classification and time series forecasting challenges. At Seagate, Melanie develops end to end deep learning projects for a variety of problems from identifying product defects to predicting faults in production equipment.",F,2018,Melanie Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Chokor has developed and integrated emerging IIoT data-driven solutions in multiple industries. As a staff data scientist at Seagate Technology, Abbas unlocks the value of industrial and manufacturing data through leading edge science and mentors uprising data scientists. Before Seagate, Abbas was a lead data scientist on multiple predictive maintenance projects within First Solar, Siemens, and Schlumberger, for their complex assets, including solar panels, trains, and Oil & Gas surface machines. Abbas holds a Ph.D. from Arizona State University in Tempe, Arizona and has co-authored dozens of research publications. His research interests include developing state-of-the-art edge solutions in the field of predictive maintenance and online learning.",M,2018,Abbas Chokor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pranjal Daga is a Data Scientist focused on strategizing and developing Deep Learning Proof of Concepts at Cisco Services Machine Learning R&D. He graduated from Purdue University with a Masters in Computer Science, specializing in Deep Learning and NLP. In the past, Pranjal has worked with researchers at Adobe Research, University of Alberta, Northwestern University, IBM Research and MIT. He has spent the past few years exploring new technologies, hacking on the quirky side projects and bringing together his research and engineering experiences. To understand the practical aspects of identifying business ideas and moving them forward, Pranjal recently joined Stanford Graduate School of Business' Ignite program.On a side for fun, Pranjal loves building new things from scratch, which is why he's been a regular participant in hackathons. He likes to travel and has recently developed a fascination with sunsets and the effects pollution has on their colors. ",M,2018,Pranjal Daga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matthew Dixon is an Assistant Professor of Finance and Statistics at the Illinois Institute of Technology. His research in computational methods for finance is funded by Intel. Matthew began his career in structured credit trading at Lehman Brothers in London before pursuing academics and consulting for financial institutions in quantitative trading and risk modeling. He holds a Ph.D. in Applied Mathematics from Imperial College (2007) and has held postdoctoral and visiting professor appointments at Stanford University and UC Davis respectively. He has published over 20 peer reviewed publications on machine learning and financial modeling, has been cited in Bloomberg Markets and the Financial Times as an AI in fintech expert, and is a frequently invited speaker in Silicon Valley and on Wall Street. He has published R packages, served as a Google Summer of Code mentor and is the co-founder of the Thalesians.",M,2018,Matthew Dixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Elder chairs America's most experienced Data Science consultancy. Founded in 1995, Elder Research has offices in Virginia, Maryland, North Carolina and Washington DC. Dr. Elder co-authored 3 award-winning books on analytics, was a discoverer of ensemble methods, chairs international conferences, and is a popular keynote speaker. John is occasionally an Adjunct Professor of Systems Engineering at the University of Virginia, and was named by President Bush to serve 5 years on a panel to guide technology for national security.",M,2018,John Elder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rezsa is currently the Director of Machine Learning at Vevo. He is a Machine Learning leader and innovator with a background in computational engineering, data science, and AI. His ML experience spans across diverse applications, from developing deep learning recommender systems in the entertainment industry to oil well blowout risk prediction in the oil & gas industry.",M,2018,Rezsa Farahani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Garberson develops machine learning algorithms to screen for childhood cognitive conditions such as autism at Cognoa. This development work ranges from analyses to identify and compensate for defects in data that will be used in machine learning to development and optimization of the algorithms to analyzing clinical study results to validate the performance of the algorithms in real life.Prior to joining Cognoa, Dr. Garberson spent two years developing machine learning algorithms for energy and consumer comfort optimization in smart thermostats at a startup called EcoFactor. Before that he ran analyses on petabytes of data collected at particle colliders, including the Large Hadron Collider in Switzerland, to search for statistically significant evidence of new fundamental particles and to perform more precise measurements of the properties of existing particles.",M,2018,Ford Garberson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luba Gloukhova facilitates and accelerates advanced research projects at a major R&D hub of the Silicon Valley. She supports Stanford GSB faculty by conceiving and generating innovative solutions that drive their cutting edge research.  Luba also serves as the founding chair of Deep Learning World, the premier conference covering the commercial deployment of deep learning.Luba received her master's in analytics from the University of San Francisco and her bachelors in both applied math and economics from Berkeley. Before her current position in academic research, she gained industry experience in analytics consulting, high frequency trading analysis, catastrophe risk modeling, and quantitative marketing. Luba also teaches yoga and enjoys an active lifestyle.Luba received her master's in analytics from the University of San Francisco and her bachelors in both applied math and economics from Berkeley. Before her current position in academic research, she gained industry experience in analytics consulting, high frequency trading analysis, catastrophe risk modeling, and quantitative marketing. Luba also teaches yoga and enjoys an active lifestyle.",F,2018,Luba Gloukhova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kate Highnam has a background in Computer Science and Business, focusing on security, embedded devices, and accounting. At the University of Virginia, her thesis was a published industrial research paper containing an attack scenario and repair algorithm for drones deployed on missions with limited ground control contact. After joining Capital One as a Data Engineer, Kate has developed features within an internal DevOps Pipeline and Data Lake governance system. Currently, she builds machine learning models to assist cybersecurity experts and enhance defenses.",F,2018,Kate Highnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Kelly is currently a Wolfram Technology Consultant, specifically consulting with Wolfram Finance Platform. He has given innumerable seminars on the use of Mathematica in finance. He has used Mathematica and Microsoft Excel to set up financial databases, construct mathematical and statistical models of trading data, write code to simulate newly devised trading strategies, write interface code to communicate with the trading platform to institute automated trading, analyze the PNL of trades, write research reports, evaluate options and futures prices, and implement trading strategies.Dr. Kelly was a senior lecturer in mathematics in the School of Quantitative Methods and Mathematical Sciences at the University of Western Sydney (UWS), transferring in 2000 to the position of senior lecturer in finance in the School of Economics and Finance. Dr Kelly has since moved to Chicago, and until 2007 was associate professor of finance at the Stuart Graduate School of Business, Illinois Institute of Technology. In this capacity he taught two streams of courses: financial modeling and computational finance, using Mathematica, Matlab and Excel for master’s and PhD students. Following his teaching career, Dr. Kelly was employed as the research director for DB Trading and Unetich Trading LLC at the Chicago Board of Trade, as well as financial consultant to a number of investment firms and trading companies.",M,2018,Michael Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Labbe is a 20+ year veteran of the Hard Drive design industry with jobs in many areas throughout the company and is currently the Managing Technologist of Seagate's Data Science Analytics Development team.He is now on a grand adventure to help Seagate build a world-class Predictive Analytics organization utilizing a strong background in programming, mathematics, statistics and organizational strategic leadership. ",M,2018,Chris Labbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ricky Loynd is a member of the reinforcement learning research group in the Microsoft Research AI labs in Redmond, Wash. He has 25 years of experience with neural networks, and 11 years of experience in reinforcement learning. Ricky is currently focused on creating deep RL agents with more general, human-like intelligence. As a lead mentor for the Microsoft AI School Advanced Projects course, Ricky has helped teams throughout the company incorporate deep learning systems into their work.",M,2018,Ricky Loynd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"James McCaffrey works for Microsoft Research in Redmond, Wash. James explores applied deep machine learning and artificial intelligence. He has worked on several Microsoft products including Internet Explorer and Bing. James has a PhD in cognitive psychology and computational statistics from the University of Southern California, a BA in psychology, a BA in applied mathematics, and an MS in computer science.James learned to speak to the public while working at Disneyland as a college student, and he can still recite the entire Jungle Cruise ride narration from memory.James learned to speak to the public while working at Disneyland as a college student, and he can still recite the entire Jungle Cruise ride narration from memory.    ",M,2018,James McCaffrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
